,Fighter1,Fighter2,Winner,WeightClass
0,Diego Brandao,Joey Gambino,Diego Brandao,Featherweight
0,Sergio Moraes,Renee Forte,Sergio Moraes,Welterweight
0,Chris Camozzi,Luiz Cane,Chris Camozzi,Middleweight
0,Cristiano Marcello,Reza Madadi,Cristiano Marcello,Lightweight
0,Antonio Silva,Travis Browne,Antonio Silva,Heavyweight
0,Jake Ellenberger,Jay Hieron,Jake Ellenberger,Welterweight
0,John Dodson,Jussier Formiga,John Dodson,Flyweight
0,Justin Edwards,Josh Neer,Justin Edwards,Welterweight
0,Michael Johnson,Danny Castillo,Michael Johnson,Lightweight
0,Mike Pierce,Aaron Simpson,Mike Pierce,Welterweight
0,Marcus LeVesseur,Carlo Prater,Marcus LeVesseur,Lightweight
0,Jacob Volkmann,Shane Roller,Jacob Volkmann,Lightweight
0,Diego Nunes,Bart Palaszewski,Diego Nunes,Featherweight
0,Darren Uyenoyama,Phil Harris,Darren Uyenoyama,Flyweight
0,Stefan Struve,Stipe Miocic,Stefan Struve,Heavyweight
0,Dan Hardy,Amir Sadollah,Dan Hardy,Welterweight
0,Brad Pickett,Yves Jabouin,Brad Pickett,Bantamweight
0,Matt Wiman,Paul Sass,Matt Wiman,Lightweight
0,John Hathaway,John Maguire,John Hathaway,Welterweight
0,Che Mills,Duane Ludwig,Che Mills,Welterweight
0,Jimi Manuwa,Kyle Kingsbury,Jimi Manuwa,Light Heavyweight
0,Akira Corassani,Andy Ogle,Akira Corassani,Featherweight
0,Brad Tavares,Tom Watson,Brad Tavares,Middleweight
0,Gunnar Nelson,DaMarques Johnson,Gunnar Nelson,Catch Weight
0,Robert Peralta,Jason Young,Robert Peralta,Featherweight
0,Jon Jones,Vitor Belfort,Jon Jones,Light Heavyweight
0,Demetrious Johnson,Joseph Benavidez,Demetrious Johnson,Flyweight
0,Michael Bisping,Brian Stann,Michael Bisping,Middleweight
0,Matt Hamill,Roger Hollett,Matt Hamill,Light Heavyweight
0,Cub Swanson,Charles Oliveira,Cub Swanson,Featherweight
0,Vinny Magalhaes,Igor Pokrajac,Vinny Magalhaes,Light Heavyweight
0,TJ Grant,Evan Dunham,TJ Grant,Lightweight
0,Sean Pierson,Lance Benoist,Sean Pierson,Welterweight
0,Marcus Brimage,Jimy Hettes,Marcus Brimage,Featherweight
0,Seth Baczynski,Simeon Thoresen,Seth Baczynski,Welterweight
0,Mitch Gagnon,Walel Watson,Mitch Gagnon,Bantamweight
0,Kyle Noke,Charlie Brenneman,Kyle Noke,Welterweight
0,Benson Henderson,Frankie Edgar,Benson Henderson,Lightweight
0,Donald Cerrone,Melvin Guillard,Donald Cerrone,Lightweight
0,nc,Jake Shields,nc,0
0,Yushin Okami,Buddy Roberts,Yushin Okami,Middleweight
0,Max Holloway,Justin Lawrence,Max Holloway,Featherweight
0,Dennis Bermudez,Tommy Hayden,Dennis Bermudez,Featherweight
0,Michael Kuiper,Jared Hamman,Michael Kuiper,Middleweight
0,Erik Perez,Ken Stone,Erik Perez,Bantamweight
0,Chico Camus,Dustin Pague,Chico Camus,Bantamweight
0,Nik Lentz,Eiji Mitsuoka,Nik Lentz,Featherweight
0,Mauricio Rua,Brandon Vera,Mauricio Rua,Light Heavyweight
0,Lyoto Machida,Ryan Bader,Lyoto Machida,Light Heavyweight
0,Joe Lauzon,Jamie Varner,Joe Lauzon,Lightweight
0,Mike Swick,DaMarques Johnson,Mike Swick,Welterweight
0,Nam Phan,Cole Miller,Nam Phan,Featherweight
0,nc,Phil Davis,nc,0
0,Rani Yahya,Josh Grispi,Rani Yahya,Featherweight
0,Philip De Fries,Oli Thompson,Philip De Fries,Heavyweight
0,Manvel Gamburyan,Michihiro Omigawa,Manvel Gamburyan,Featherweight
0,John Moraga,Ulysses Gomez,John Moraga,Flyweight
0,Renan Barao,Urijah Faber,Renan Barao,Bantamweight
0,Tim Boetsch,Hector Lombard,Tim Boetsch,Middleweight
0,Cheick Kongo,Shawn Jordan,Cheick Kongo,Heavyweight
0,James Head,Brian Ebersole,James Head,Welterweight
0,nc,Chris Clements,nc,4
0,Nick Ring,Court McGee,Nick Ring,Middleweight
0,nc,Roland Delorme,nc,0
0,Ryan Jimmo,Anthony Perosh,Ryan Jimmo,Light Heavyweight
0,Bryan Caraway,Mitch Gagnon,Bryan Caraway,Bantamweight
0,Antonio Carvalho,Daniel Pineda,Antonio Carvalho,Featherweight
0,Anton Kuivanen,Mitch Clarke,Anton Kuivanen,Lightweight
0,Chris Weidman,Mark Munoz,Chris Weidman,Middleweight
0,James Te Huna,Joey Beltran,James Te Huna,Light Heavyweight
0,Aaron Simpson,Kenny Robertson,Aaron Simpson,Welterweight
0,Francis Carmont,Karlos Vemola,Francis Carmont,Middleweight
0,TJ Dillashaw,Vaughan Lee,TJ Dillashaw,Bantamweight
0,Rafael Dos Anjos,Anthony Njokuani,Rafael Dos Anjos,Lightweight
0,Alex Caceres,Damacio Page,Alex Caceres,Bantamweight
0,Chris Cariaso,Josh Ferguson,Chris Cariaso,Flyweight
0,Andrew Craig,Rafael Natal,Andrew Craig,Middleweight
0,Marcelo Guimaraes,Dan Stittgen,Marcelo Guimaraes,Welterweight
0,Raphael Assuncao,Issei Tamura,Raphael Assuncao,Bantamweight
0,Anderson Silva,Chael Sonnen,Anderson Silva,Middleweight
0,Forrest Griffin,Tito Ortiz,Forrest Griffin,Light Heavyweight
0,Cung Le,Patrick Cote,Cung Le,Middleweight
0,Demian Maia,Dong Hyun Kim,Demian Maia,Welterweight
0,Chad Mendes,Cody McKenzie,Chad Mendes,Featherweight
0,Mike Easton,Ivan Menjivar,Mike Easton,Bantamweight
0,Melvin Guillard,Fabricio Camoes,Melvin Guillard,Lightweight
0,Khabib Nurmagomedov,Gleison Tibau,Khabib Nurmagomedov,Lightweight
0,Costas Philippou,Riki Fukuda,Costas Philippou,Middleweight
0,Shane Roller,John Alessio,Shane Roller,Lightweight
0,Rafaello Oliveira,Yoislandy Izquierdo,Rafaello Oliveira,Lightweight
0,Rich Franklin,Wanderlei Silva,Rich Franklin,Catch Weight
0,Cezar Ferreira,Sergio Moraes,Cezar Ferreira,Middleweight
0,Rony Jason,Godofredo Pepey,Rony Jason,Featherweight
0,Fabricio Werdum,Mike Russow,Fabricio Werdum,Heavyweight
0,Hacran Dias,Iuri Alcantara,Hacran Dias,Featherweight
0,Rodrigo Damm,Anistavio Medeiros,Rodrigo Damm,Featherweight
0,Francisco Trinaldo,Delson Heleno,Francisco Trinaldo,Middleweight
0,Hugo Viana,John Teixeira,Hugo Viana,Featherweight
0,Thiago Perpetuo,Leonardo Mafra,Thiago Perpetuo,Middleweight
0,Marcos Vinicius,Wagner Campos,Marcos Vinicius,Featherweight
0,draw,Felipe Arantes,draw,3
0,Gray Maynard,Clay Guida,Gray Maynard,Lightweight
0,Sam Stout,Spencer Fisher,Sam Stout,Lightweight
0,Brian Ebersole,TJ Waldburger,Brian Ebersole,Welterweight
0,Cub Swanson,Ross Pearson,Cub Swanson,Featherweight
0,Ricardo Lamas,Hatsu Hioki,Ricardo Lamas,Featherweight
0,Ramsey Nijem,CJ Keith,Ramsey Nijem,Lightweight
0,Rick Story,Brock Jardine,Rick Story,Welterweight
0,Steven Siler,Joey Gambino,Steven Siler,Featherweight
0,Chris Camozzi,Nick Catone,Chris Camozzi,Middleweight
0,Matt Brown,Luis Ramos,Matt Brown,Welterweight
0,Dan Miller,Ricardo Funch,Dan Miller,Welterweight
0,Ken Stone,Dustin Pague,Ken Stone,Bantamweight
0,Demetrious Johnson,Ian McCall,Demetrious Johnson,Flyweight
0,Erick Silva,Charlie Brenneman,Erick Silva,Welterweight
0,Mike Pyle,Josh Neer,Mike Pyle,Welterweight
0,Eddie Wineland,Scott Jorgensen,Eddie Wineland,Bantamweight
0,Mike Pierce,Carlos Eduardo Rocha,Mike Pierce,Welterweight
0,Seth Baczynski,Lance Benoist,Seth Baczynski,Welterweight
0,Matt Grice,Leonard Garcia,Matt Grice,Featherweight
0,Dustin Pague,Jared Papazian,Dustin Pague,Bantamweight
0,Tim Means,Justin Salas,Tim Means,Lightweight
0,Buddy Roberts,Caio Magalhaes,Buddy Roberts,Middleweight
0,Henry Martinez,Bernardo Magalhaes,Henry Martinez,Lightweight
0,Sean Pierson,Jake Hecht,Sean Pierson,Welterweight
0,Martin Kampmann,Jake Ellenberger,Martin Kampmann,Welterweight
0,Michael Chiesa,Al Iaquinta,Michael Chiesa,Lightweight
0,Charles Oliveira,Jonathan Brookins,Charles Oliveira,Featherweight
0,Max Holloway,Pat Schilling,Max Holloway,Featherweight
0,Justin Lawrence,John Cofer,Justin Lawrence,Lightweight
0,Daron Cruickshank,Chris Tickle,Daron Cruickshank,Lightweight
0,Myles Jury,Chris Saunders,Myles Jury,Lightweight
0,Sam Sicilia,Cristiano Marcello,Sam Sicilia,Lightweight
0,Joe Proctor,Jeremy Larsen,Joe Proctor,Lightweight
0,Erik Perez,John Albert,Erik Perez,Bantamweight
0,Junior Dos Santos,Frank Mir,Junior Dos Santos,Heavyweight
0,Cain Velasquez,Antonio Silva,Cain Velasquez,Heavyweight
0,Roy Nelson,Dave Herman,Roy Nelson,Heavyweight
0,Stipe Miocic,Shane del Rosario,Stipe Miocic,Heavyweight
0,Stefan Struve,Lavar Johnson,Stefan Struve,Heavyweight
0,Darren Elkins,Diego Brandao,Darren Elkins,Featherweight
0,Jamie Varner,Edson Barboza,Jamie Varner,Lightweight
0,CB Dollaway,Jason Miller,CB Dollaway,Middleweight
0,Dan Hardy,Duane Ludwig,Dan Hardy,Welterweight
0,Paul Sass,Jacob Volkmann,Paul Sass,Lightweight
0,Glover Teixeira,Kyle Kingsbury,Glover Teixeira,Light Heavyweight
0,Mike Brown,Daniel Pineda,Mike Brown,Featherweight
0,Chan Sung Jung,Dustin Poirier,Chan Sung Jung,Featherweight
0,Amir Sadollah,Jorge Lopez,Amir Sadollah,Welterweight
0,Donald Cerrone,Jeremy Stephens,Donald Cerrone,Lightweight
0,Yves Jabouin,Jeff Hougland,Yves Jabouin,Bantamweight
0,Igor Pokrajac,Fabio Maldonado,Igor Pokrajac,Light Heavyweight
0,Tom Lawlor,Jason MacDonald,Tom Lawlor,Middleweight
0,Brad Tavares,Dongi Yang,Brad Tavares,Middleweight
0,Cody McKenzie,Marcus LeVesseur,Cody McKenzie,Lightweight
0,TJ Grant,Carlo Prater,TJ Grant,Lightweight
0,Rafael Dos Anjos,Kamal Shalorus,Rafael Dos Anjos,Lightweight
0,Johnny Eduardo,Jeff Curran,Johnny Eduardo,Bantamweight
0,Francisco Rivera,Alex Soto,Francisco Rivera,Bantamweight
0,Nate Diaz,Jim Miller,Nate Diaz,Lightweight
0,Johny Hendricks,Josh Koscheck,Johny Hendricks,Welterweight
0,Alan Belcher,Rousimar Palhares,Alan Belcher,Middleweight
0,Lavar Johnson,Pat Barry,Lavar Johnson,Heavyweight
0,Michael Johnson,Tony Ferguson,Michael Johnson,Lightweight
0,John Dodson,Tim Elliott,John Dodson,Flyweight
0,John Hathaway,Pascal Krauss,John Hathaway,Welterweight
0,Louis Gaudinot,John Lineker,Louis Gaudinot,Flyweight
0,Danny Castillo,John Cholish,Danny Castillo,Lightweight
0,Dennis Bermudez,Pablo Garza,Dennis Bermudez,Featherweight
0,Roland Delorme,Nick Denis,Roland Delorme,Bantamweight
0,Karlos Vemola,Mike Massenzio,Karlos Vemola,Middleweight
0,Jon Jones,Rashad Evans,Jon Jones,Light Heavyweight
0,Rory MacDonald,Che Mills,Rory MacDonald,Welterweight
0,Ben Rothwell,Brendan Schaub,Ben Rothwell,Heavyweight
0,Michael McDonald,Miguel Torres,Michael McDonald,Bantamweight
0,Eddie Yagin,Mark Hominick,Eddie Yagin,Featherweight
0,Mark Bocek,John Alessio,Mark Bocek,Lightweight
0,Travis Browne,Chad Griggs,Travis Browne,Heavyweight
0,Matt Brown,Stephen Thompson,Matt Brown,Welterweight
0,Anthony Njokuani,John Makdessi,Anthony Njokuani,Lightweight
0,Mac Danzig,Efrain Escudero,Mac Danzig,Lightweight
0,Chris Clements,Keith Wisniewski,Chris Clements,Welterweight
0,Marcus Brimage,Maximo Blanco,Marcus Brimage,Featherweight
0,Alexander Gustafsson,Thiago Silva,Alexander Gustafsson,Light Heavyweight
0,Brian Stann,Alessio Sakara,Brian Stann,Middleweight
0,Siyar Bahadurzada,Paulo Thiago,Siyar Bahadurzada,Welterweight
0,Dennis Siver,Diego Nunes,Dennis Siver,Featherweight
0,John Maguire,DaMarques Johnson,John Maguire,Welterweight
0,Brad Pickett,Damacio Page,Brad Pickett,Bantamweight
0,James Head,Papy Abedi,James Head,Welterweight
0,Cyrille Diabate,Tom DeBlass,Cyrille Diabate,Light Heavyweight
0,Francis Carmont,Magnus Cedenblad,Francis Carmont,Middleweight
0,Reza Madadi,Yoislandy Izquierdo,Reza Madadi,Lightweight
0,Simeon Thoresen,Besam Yousef,Simeon Thoresen,Welterweight
0,Jason Young,Eric Wisely,Jason Young,Featherweight
0,Martin Kampmann,Thiago Alves,Martin Kampmann,Welterweight
0,Joseph Benavidez,Yasuhiro Urushitani,Joseph Benavidez,Flyweight
0,draw,Demetrious Johnson,draw,6
0,Costas Philippou,Court McGee,Costas Philippou,Middleweight
0,James Te Huna,Aaron Rosa,James Te Huna,Light Heavyweight
0,Anthony Perosh,Nick Penner,Anthony Perosh,Light Heavyweight
0,Steven Siler,Cole Miller,Steven Siler,Featherweight
0,Andrew Craig,Kyle Noke,Andrew Craig,Middleweight
0,TJ Waldburger,Jake Hecht,TJ Waldburger,Welterweight
0,Daniel Pineda,Mackens Semerzier,Daniel Pineda,Featherweight
0,Shawn Jordan,Oli Thompson,Shawn Jordan,Heavyweight
0,Benson Henderson,Frankie Edgar,Benson Henderson,Lightweight
0,Ryan Bader,Rampage Jackson,Ryan Bader,Light Heavyweight
0,Mark Hunt,Cheick Kongo,Mark Hunt,Heavyweight
0,Jake Shields,Yoshihiro Akiyama,Jake Shields,Welterweight
0,Tim Boetsch,Yushin Okami,Tim Boetsch,Middleweight
0,Hatsu Hioki,Bart Palaszewski,Hatsu Hioki,Featherweight
0,Anthony Pettis,Joe Lauzon,Anthony Pettis,Lightweight
0,Takanori Gomi,Eiji Mitsuoka,Takanori Gomi,Lightweight
0,Vaughan Lee,Norifumi Yamamoto,Vaughan Lee,Bantamweight
0,Riki Fukuda,Steve Cantwell,Riki Fukuda,Middleweight
0,Chris Cariaso,Takeya Mizugaki,Chris Cariaso,Bantamweight
0,Issei Tamura,Tiequan Zhang,Issei Tamura,Featherweight
0,Jake Ellenberger,Diego Sanchez,Jake Ellenberger,Welterweight
0,Stefan Struve,Dave Herman,Stefan Struve,Heavyweight
0,Ronny Markes,Aaron Simpson,Ronny Markes,Middleweight
0,Stipe Miocic,Philip De Fries,Stipe Miocic,Heavyweight
0,TJ Dillashaw,Walel Watson,TJ Dillashaw,Bantamweight
0,Ivan Menjivar,John Albert,Ivan Menjivar,Bantamweight
0,Jonathan Brookins,Vagner Rocha,Jonathan Brookins,Featherweight
0,Justin Salas,Anton Kuivanen,Justin Salas,Lightweight
0,Tim Means,Bernardo Magalhaes,Tim Means,Lightweight
0,Carlos Condit,Nick Diaz,Carlos Condit,Welterweight
0,Fabricio Werdum,Roy Nelson,Fabricio Werdum,Heavyweight
0,Josh Koscheck,Mike Pierce,Josh Koscheck,Welterweight
0,Renan Barao,Scott Jorgensen,Renan Barao,Bantamweight
0,Ed Herman,Clifford Starks,Ed Herman,Middleweight
0,Dustin Poirier,Max Holloway,Dustin Poirier,Featherweight
0,Edwin Figueroa,Alex Caceres,Edwin Figueroa,Bantamweight
0,Matt Brown,Chris Cope,Matt Brown,Welterweight
0,Matthew Riddle,Henry Martinez,Matthew Riddle,Welterweight
0,Rafael Natal,Michael Kuiper,Rafael Natal,Middleweight
0,Stephen Thompson,Dan Stittgen,Stephen Thompson,Welterweight
0,Rashad Evans,Phil Davis,Rashad Evans,Light Heavyweight
0,Chael Sonnen,Michael Bisping,Chael Sonnen,Middleweight
0,Chris Weidman,Demian Maia,Chris Weidman,Middleweight
0,Evan Dunham,Nik Lentz,Evan Dunham,Lightweight
0,Mike Russow,Jon Olav Einemo,Mike Russow,Heavyweight
0,Cub Swanson,George Roop,Cub Swanson,Featherweight
0,Charles Oliveira,Eric Wisely,Charles Oliveira,Featherweight
0,Michael Johnson,Shane Roller,Michael Johnson,Lightweight
0,Lavar Johnson,Joey Beltran,Lavar Johnson,Heavyweight
0,Chris Camozzi,Dustin Jacoby,Chris Camozzi,Middleweight
0,Jim Miller,Melvin Guillard,Jim Miller,Lightweight
0,Josh Neer,Duane Ludwig,Josh Neer,Welterweight
0,Mike Easton,Jared Papazian,Mike Easton,Bantamweight
0,Pat Barry,Christian Morecraft,Pat Barry,Heavyweight
0,Jorge Rivera,Eric Schafer,Jorge Rivera,Middleweight
0,Khabib Nurmagomedov,Kamal Shalorus,Khabib Nurmagomedov,Lightweight
0,Charlie Brenneman,Daniel Roberts,Charlie Brenneman,Welterweight
0,Fabricio Camoes,Tommy Hayden,Fabricio Camoes,Lightweight
0,Daniel Pineda,Pat Schilling,Daniel Pineda,Featherweight
0,Nick Denis,Joseph Sandoval,Nick Denis,Bantamweight
0,Jose Aldo,Chad Mendes,Jose Aldo,Featherweight
0,Vitor Belfort,Anthony Johnson,Vitor Belfort,Middleweight
0,Rousimar Palhares,Mike Massenzio,Rousimar Palhares,Middleweight
0,Carlo Prater,Erick Silva,Carlo Prater,Welterweight
0,Edson Barboza,Terry Etim,Edson Barboza,Lightweight
0,Thiago Tavares,Sam Stout,Thiago Tavares,Lightweight
0,Gabriel Gonzaga,Ednaldo Oliveira,Gabriel Gonzaga,Heavyweight
0,Iuri Alcantara,Michihiro Omigawa,Iuri Alcantara,Featherweight
0,Mike Pyle,Ricardo Funch,Mike Pyle,Welterweight
0,Felipe Arantes,Antonio Carvalho,Felipe Arantes,Featherweight
0,Alistair Overeem,Brock Lesnar,Alistair Overeem,Heavyweight
0,Nate Diaz,Donald Cerrone,Nate Diaz,Lightweight
0,Johny Hendricks,Jon Fitch,Johny Hendricks,Welterweight
0,Alexander Gustafsson,Vladimir Matyushenko,Alexander Gustafsson,Light Heavyweight
0,Jimy Hettes,Nam Phan,Jimy Hettes,Featherweight
0,Ross Pearson,Junior Assuncao,Ross Pearson,Featherweight
0,Danny Castillo,Anthony Njokuani,Danny Castillo,Lightweight
0,Dong Hyun Kim,Sean Pierson,Dong Hyun Kim,Welterweight
0,Jacob Volkmann,Efrain Escudero,Jacob Volkmann,Lightweight
0,Diego Nunes,Manvel Gamburyan,Diego Nunes,Featherweight
0,Jon Jones,Lyoto Machida,Jon Jones,Light Heavyweight
0,Frank Mir,Minotauro Nogueira,Frank Mir,Heavyweight
0,Rogerio Nogueira,Tito Ortiz,Rogerio Nogueira,Light Heavyweight
0,Brian Ebersole,Claude Patrick,Brian Ebersole,Welterweight
0,Chan Sung Jung,Mark Hominick,Chan Sung Jung,Featherweight
0,Igor Pokrajac,Krzysztof Soszynski,Igor Pokrajac,Light Heavyweight
0,Costas Philippou,Jared Hamman,Costas Philippou,Middleweight
0,Dennis Hallman,John Makdessi,Dennis Hallman,Lightweight
0,Yves Jabouin,Walel Watson,Yves Jabouin,Bantamweight
0,Mark Bocek,Nik Lentz,Mark Bocek,Lightweight
0,Jake Hecht,Rich Attonito,Jake Hecht,Welterweight
0,John Cholish,Mitch Clarke,John Cholish,Lightweight
0,Michael Bisping,Jason Miller,Michael Bisping,Middleweight
0,Diego Brandao,Dennis Bermudez,Diego Brandao,Featherweight
0,John Dodson,TJ Dillashaw,John Dodson,Bantamweight
0,Tony Ferguson,Yves Edwards,Tony Ferguson,Lightweight
0,Johnny Bedford,Louis Gaudinot,Johnny Bedford,Bantamweight
0,Marcus Brimage,Stephen Bass,Marcus Brimage,Featherweight
0,John Albert,Dustin Pague,John Albert,Bantamweight
0,Roland Delorme,Josh Ferguson,Roland Delorme,Bantamweight
0,Steven Siler,Josh Clopton,Steven Siler,Featherweight
0,Bryan Caraway,Dustin Neace,Bryan Caraway,Featherweight
0,Dan Henderson,Mauricio Rua,Dan Henderson,Light Heavyweight
0,Wanderlei Silva,Cung Le,Wanderlei Silva,Middleweight
0,Urijah Faber,Brian Bowles,Urijah Faber,Bantamweight
0,Martin Kampmann,Rick Story,Martin Kampmann,Welterweight
0,Stephan Bonnar,Kyle Kingsbury,Stephan Bonnar,Light Heavyweight
0,Ryan Bader,Jason Brilz,Ryan Bader,Light Heavyweight
0,Michael McDonald,Alex Soto,Michael McDonald,Bantamweight
0,Chris Weidman,Tom Lawlor,Chris Weidman,Middleweight
0,Gleison Tibau,Rafael Dos Anjos,Gleison Tibau,Lightweight
0,Miguel Torres,Nick Pace,Miguel Torres,Bantamweight
0,Seth Baczynski,Matt Brown,Seth Baczynski,Welterweight
0,Danny Castillo,Shamar Bailey,Danny Castillo,Lightweight
0,Junior Dos Santos,Cain Velasquez,Junior Dos Santos,Heavyweight
0,Benson Henderson,Clay Guida,Benson Henderson,Lightweight
0,Dustin Poirier,Pablo Garza,Dustin Poirier,Featherweight
0,Ricardo Lamas,Cub Swanson,Ricardo Lamas,Featherweight
0,DaMarques Johnson,Clay Harvison,DaMarques Johnson,Welterweight
0,Darren Uyenoyama,Norifumi Yamamoto,Darren Uyenoyama,Bantamweight
0,nc,Mackens Semerzier,nc,0
0,Alex Caceres,Cole Escovedo,Alex Caceres,Bantamweight
0,Mike Pierce,Paul Bradley,Mike Pierce,Welterweight
0,Aaron Rosa,Matt Lucas,Aaron Rosa,Light Heavyweight
0,Mark Munoz,Chris Leben,Mark Munoz,Middleweight
0,Renan Barao,Brad Pickett,Renan Barao,Bantamweight
0,Thiago Alves,Papy Abedi,Thiago Alves,Welterweight
0,Anthony Perosh,Cyrille Diabate,Anthony Perosh,Light Heavyweight
0,Terry Etim,Edward Faaloloto,Terry Etim,Lightweight
0,John Maguire,Justin Edwards,John Maguire,Welterweight
0,Philip De Fries,Rob Broughton,Philip De Fries,Heavyweight
0,Michihiro Omigawa,Jason Young,Michihiro Omigawa,Featherweight
0,Che Mills,Chris Cope,Che Mills,Welterweight
0,Chris Cariaso,Vaughan Lee,Chris Cariaso,Bantamweight
0,Nick Diaz,BJ Penn,Nick Diaz,Welterweight
0,Cheick Kongo,Matt Mitrione,Cheick Kongo,Heavyweight
0,Roy Nelson,Mirko Cro Cop,Roy Nelson,Heavyweight
0,Scott Jorgensen,Jeff Curran,Scott Jorgensen,Bantamweight
0,Hatsu Hioki,George Roop,Hatsu Hioki,Featherweight
0,Donald Cerrone,Dennis Siver,Donald Cerrone,Lightweight
0,Bart Palaszewski,Tyson Griffin,Bart Palaszewski,Featherweight
0,Brandon Vera,Eliot Marshall,Brandon Vera,Light Heavyweight
0,Ramsey Nijem,Danny Downes,Ramsey Nijem,Lightweight
0,Francis Carmont,Chris Camozzi,Francis Carmont,Middleweight
0,Clifford Starks,Dustin Jacoby,Clifford Starks,Middleweight
0,Frankie Edgar,Gray Maynard,Frankie Edgar,Lightweight
0,Jose Aldo,Kenny Florian,Jose Aldo,Featherweight
0,Chael Sonnen,Brian Stann,Chael Sonnen,Middleweight
0,Nam Phan,Leonard Garcia,Nam Phan,Featherweight
0,Joe Lauzon,Melvin Guillard,Joe Lauzon,Lightweight
0,Demian Maia,Jorge Santiago,Demian Maia,Middleweight
0,Anthony Pettis,Jeremy Stephens,Anthony Pettis,Lightweight
0,Stipe Miocic,Joey Beltran,Stipe Miocic,Heavyweight
0,Darren Elkins,Tiequan Zhang,Darren Elkins,Featherweight
0,Aaron Simpson,Eric Schafer,Aaron Simpson,Middleweight
0,Mike Massenzio,Steve Cantwell,Mike Massenzio,Middleweight
0,Dominick Cruz,Demetrious Johnson,Dominick Cruz,Bantamweight
0,Stefan Struve,Pat Barry,Stefan Struve,Heavyweight
0,Anthony Johnson,Charlie Brenneman,Anthony Johnson,Welterweight
0,Matt Wiman,Mac Danzig,Matt Wiman,Lightweight
0,Yves Edwards,Rafaello Oliveira,Yves Edwards,Lightweight
0,Paul Sass,Michael Johnson,Paul Sass,Lightweight
0,Mike Easton,Byron Bloodworth,Mike Easton,Bantamweight
0,TJ Grant,Shane Roller,TJ Grant,Lightweight
0,Josh Neer,Keith Wisniewski,Josh Neer,Welterweight
0,Walel Watson,Joseph Sandoval,Walel Watson,Bantamweight
0,Jon Jones,Rampage Jackson,Jon Jones,Light Heavyweight
0,Josh Koscheck,Matt Hughes,Josh Koscheck,Welterweight
0,Mark Hunt,Ben Rothwell,Mark Hunt,Heavyweight
0,Travis Browne,Rob Broughton,Travis Browne,Heavyweight
0,Nate Diaz,Takanori Gomi,Nate Diaz,Lightweight
0,Tony Ferguson,Aaron Riley,Tony Ferguson,Lightweight
0,Tim Boetsch,Nick Ring,Tim Boetsch,Middleweight
0,Junior Assuncao,Eddie Yagin,Junior Assuncao,Featherweight
0,Takeya Mizugaki,Cole Escovedo,Takeya Mizugaki,Bantamweight
0,James Te Huna,Ricardo Romero,James Te Huna,Light Heavyweight
0,Jake Ellenberger,Jake Shields,Jake Ellenberger,Welterweight
0,Court McGee,Dongi Yang,Court McGee,Middleweight
0,Erik Koch,Jonathan Brookins,Erik Koch,Featherweight
0,Alan Belcher,Jason MacDonald,Alan Belcher,Middleweight
0,Vagner Rocha,Cody McKenzie,Vagner Rocha,Lightweight
0,Evan Dunham,Shamar Bailey,Evan Dunham,Lightweight
0,Lance Benoist,Matthew Riddle,Lance Benoist,Welterweight
0,Ken Stone,Donny Walker,Ken Stone,Bantamweight
0,Seth Baczynski,Clay Harvison,Seth Baczynski,Welterweight
0,TJ Waldburger,Mike Stumpf,TJ Waldburger,Welterweight
0,Robert Peralta,Mike Lullo,Robert Peralta,Featherweight
0,Justin Edwards,Jorge Lopez,Justin Edwards,Welterweight
0,Anderson Silva,Yushin Okami,Anderson Silva,Middleweight
0,Mauricio Rua,Forrest Griffin,Mauricio Rua,Light Heavyweight
0,Edson Barboza,Ross Pearson,Edson Barboza,Lightweight
0,Minotauro Nogueira,Brendan Schaub,Minotauro Nogueira,Heavyweight
0,Stanislav Nedkov,Luiz Cane,Stanislav Nedkov,Light Heavyweight
0,Thiago Tavares,Spencer Fisher,Thiago Tavares,Lightweight
0,Rousimar Palhares,Dan Miller,Rousimar Palhares,Middleweight
0,Paulo Thiago,David Mitchell,Paulo Thiago,Welterweight
